temp_id,Citation in Wright,MS URI where first encountered,Page in Wright where first encountered,Added by,,Optional Brief description,Optional Full Citation,Optional Comments to Gen. Editors,cbss_uri,,,,
smblBibl84,"Nili Opuscula, cd. 1673, p. 408",https://bl.syriac.uk/ms/221,https://archive.org/details/catalogueofsyria02brituoft/page/450/mode/2up,Maria Thomas,,,,,https://www.zotero.org/groups/4861694/items/LPCA7BKR,Complete,,,
smblBibl85,"Migne, t. lxxix., col. 1096, line 3",https://bl.syriac.uk/ms/221,https://archive.org/details/catalogueofsyria02brituoft/page/450/mode/2up,Maria Thomas,,,,,https://www.zotero.org/groups/4861694/items/PR7W9U7M,Complete,Is it latina or Graeca?,,
smblBibl86,"Dillmann's Catal. of the AEtbiopic MSS. in the Bodleian Library, p. 13, cod. xiv., A",https://bl.syriac.uk/ms/1101,https://archive.org/details/catalogueofsyria02brituoft/page/1022/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/WMHPVTNH,Complete,,,
smblBibl87,"Praetorius, Mazbafa Tomār, Leipzig, 1869",https://bl.syriac.uk/ms/1101,https://archive.org/details/catalogueofsyria02brituoft/page/1022/mode/2up,Yael Kremer,,,,,https://www.zotero.org/groups/4861694/items/MV7YQFTF,Complete,can't find pdf copy,,
smblBibl88,"Acta Sanctorum for April, t. ii.",https://bl.syriac.uk/ms/422,https://archive.org/details/catalogueofsyria03brituoft/page/1081,Giovanni Gomiero,,,,,https://www.zotero.org/groups/4861694/items/766ZHIMY,Complete,,,
smblBibl89,"Acta Sanctorum for March, t. ii.",https://bl.syriac.uk/ms/422,https://archive.org/details/catalogueofsyria03brituoft/page/1081,Giovanni Gomiero,,,,,https://www.zotero.org/groups/4861694/items/BMNZXQ9N,Complete,,,
smblBibl90,"Surius, Vitӕ Sanctorum, t. i.",https://bl.syriac.uk/ms/413,https://archive.org/details/catalogueofsyria03brituoft/page/1099/mode/1up,Carlo Emilio Biuzzi,,,,,https://www.zotero.org/groups/4861694/items/BSWLPEE4,Complete,,,
smblBibl91,"Acta Sanctorum for June, t. v., p. 17",https://bl.syriac.uk/ms/413,https://archive.org/details/catalogueofsyria03brituoft/page/1099/mode/1up,Carlo Emilio Biuzzi,,,,,https://www.zotero.org/groups/4861694/items/4YBIQ2Y7,Complete,,,
smblBibl92,"Basil, Opera, t. ii., p. 22",https://bl.syriac.uk/ms/277,https://archive.org/details/catalogueofsyria02brituoft/page/718/mode/1up,Daniel Edwards,,,,"I noticed that Basil's Opera is also mentioned above in row 10, however, since the page number was included I've created a new entry",https://www.zotero.org/groups/4861694/items/VYUDHIQI,Complete,,,
smblBibl93,"John Chrysostom, Opera, t. iii., p. 952",https://bl.syriac.uk/ms/277,https://archive.org/details/catalogueofsyria02brituoft/page/718/mode/1up,Daniel Edwards,,,,"I noticed that Chrysostom's Opera is also mentioned above, however, since the page number was included I've created a new entry",https://www.zotero.org/groups/4861694/items/MMUEQD39,Complete,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_on_syriac_studies/library,,
smblBibl94,"John Chrysostom, Opera, t. v., p. 708",https://bl.syriac.uk/ms/277,https://archive.org/details/catalogueofsyria02brituoft/page/718/mode/1up,Daniel Edwards,,,,Same as above,https://www.zotero.org/groups/4861694/items/RVIG4DKY,Complete,CD - This is Ps. 50 in the Greek edition of Chrysostom.,,
smblBibl95,"Gregory of Nazianzus, Opera, t. i., p. 731",https://bl.syriac.uk/ms/277,https://archive.org/details/catalogueofsyria02brituoft/page/718/mode/1up,Daniel Edwards,,,,,https://www.zotero.org/groups/4861694/items/Z86V6FFW,Complete,,,
smblBibl96,"Gregory of Nazianzus, Opera, t. i., p. 645",https://bl.syriac.uk/ms/277,https://archive.org/details/catalogueofsyria02brituoft/page/718/mode/1up,Daniel Edwards,,,,,https://www.zotero.org/groups/4861694/items/Z86V6FFW,Complete,,,
smblBibl97,"Gregory of Nazianzus, Opera, t. i., p. 364",https://bl.syriac.uk/ms/277,https://archive.org/details/catalogueofsyria02brituoft/page/718/mode/1up,Daniel Edwards,,,,,https://www.zotero.org/groups/4861694/items/Z86V6FFW,Complete,,,
smblBibl98,"Gregory of Nazianzus, Opera, t. i., p. 677",https://bl.syriac.uk/ms/277,https://archive.org/details/catalogueofsyria02brituoft/page/718/mode/1up,Daniel Edwards,,,,,https://www.zotero.org/groups/4861694/items/Z86V6FFW,Complete,,,
smblBibl99,"Gregory of Nazianzus, Opera, t. i., p. 697",https://bl.syriac.uk/ms/277,https://archive.org/details/catalogueofsyria02brituoft/page/718/mode/1up,Daniel Edwards,,,,,https://www.zotero.org/groups/4861694/items/Z86V6FFW,Complete,,,
smblBibl100,"De Lagarde, Gesammelte Abhandlungen, 1866, p. 142",https://bl.syriac.uk/ms/871,https://archive.org/details/catalogueofsyria03brituoft/page/1184/mode/2up,Carlo Emilio Biuzzi,,,"De Lagarde, Gesammelte Abhandlungen, 1866, p. 142",,https://www.zotero.org/groups/4861694/items/LK8GM4NX,Complete,,,
smblBibl101,"Opera, ed. Hutten, t. ix., p. 422",https://bl.syriac.uk/ms/871,https://archive.org/details/catalogueofsyria03brituoft/page/1184/mode/2up,Carlo Emilio Biuzzi,,Edition of Plutarch,,,https://www.zotero.org/groups/4861694/items/WNAA3BPV,Complete,,,
smblBibl102,"Opera, ed. Bourdelot, p. 876",https://bl.syriac.uk/ms/871,https://archive.org/details/catalogueofsyria03brituoft/page/1184/mode/2up,Carlo Emilio Biuzzi,,Edition of Lucian,,,https://www.zotero.org/groups/4861694/items/4GJT8SF9,Complete,,,
smblBibl103,"Opera, ed. Hardouin",https://bl.syriac.uk/ms/871,https://archive.org/details/catalogueofsyria03brituoft/page/1184/mode/2up,Carlo Emilio Biuzzi,,Edition of Themistius,,,https://www.zotero.org/groups/4861694/items/LXN5SL9S,Complete,,,
smblBibl105,Opera,https://bl.syriac.uk/ms/341,https://archive.org/details/catalogueofsyria02brituoft/page/716/mode/1up?view=theater,Carlo Emilio Biuzzi,,Edition of John Chrysostom,,,https://www.zotero.org/groups/4861694/items/RVIG4DKY,Complete,,,
smblBibl106,"Le Quien, Or. Christ., t. ii",https://bl.syriac.uk/ms/323,https://archive.org/details/catalogueofsyria02brituoft/page/518/mode/1up?view=theater,Carlo Emilio Biuzzi,,Reference for an epistole of Jacob of Sarugh,,,https://www.zotero.org/groups/4861694/items/ZR527MHS,Complete,,,
smblBibl107,"Le Quien, Or. Christ., t. ii, col. 1404",https://bl.syriac.uk/ms/1139,https://archive.org/details/catalogueofsyria02brituoft/page/625/mode/1up,Giulia Seclì,,,,,https://www.zotero.org/groups/4861694/items/ZR527MHS,Complete,,,
smblBibl108,"Opera, ed. 1778",https://bl.syriac.uk/ms/280,https://archive.org/details/catalogueofsyria02brituoft/page/431/mode/1up?view=theater,Carlo Emilio Biuzzi,,Edition of Gregory of Nazianzus,,,https://www.zotero.org/groups/4861694/items/Z86V6FFW,Complete,,,
smblBibl109,"Migne, t. xxxvi.",https://bl.syriac.uk/ms/280,https://archive.org/details/catalogueofsyria02brituoft/page/431/mode/1up?view=theater,Carlo Emilio Biuzzi,,Edition of Gregory of Nazianzus,,,https://www.zotero.org/groups/4861694/items/H8NU3BUJ,Complete,,,
smblBibl110,"the Spicilegium Romanum, t. ii.",https://bl.syriac.uk/ms/280,https://archive.org/details/catalogueofsyria02brituoft/page/429/mode/1up?view=theater,Carlo Emilio Biuzzi,,Edition of Gregory of Nazianzus,,,https://www.zotero.org/groups/4861694/items/F9ZKLTLF,Complete,,,
smblBibl111,"Opera, t. ii. (Paris, 1840)",https://bl.syriac.uk/ms/280,https://archive.org/details/catalogueofsyria02brituoft/page/429/mode/1up?view=theater,Carlo Emilio Biuzzi,,Edition of Gregory of Nazianzus,,,https://www.zotero.org/groups/4861694/items/TF2WV9M2,Complete,,,
smblBibl112,"Migne, t. xxxv.",https://bl.syriac.uk/ms/280,https://archive.org/details/catalogueofsyria02brituoft/page/429/mode/1up?view=theater,Carlo Emilio Biuzzi,,Edition of Gregory of Nazianzus,,,https://www.zotero.org/groups/4861694/items/FRV78PT9,Complete,,,
smblBibl113,"Migne, t. xxxvii.",https://bl.syriac.uk/ms/280,https://archive.org/details/catalogueofsyria02brituoft/page/429/mode/1up?view=theater,Carlo Emilio Biuzzi,,Edition of Gregory of Nazianzus,,,https://www.zotero.org/groups/4861694/items/LLPT9DKK,Complete,,,
smblBibl114,"S. Gregorii Naz. in Julianum Invectivae duae, ed. R. Montagu (Eton, 1610)",https://bl.syriac.uk/ms/280,https://archive.org/details/catalogueofsyria02brituoft/page/429/mode/1up?view=theater,Carlo Emilio Biuzzi,,Edition of Gregory of Nazianzus,,,https://www.zotero.org/groups/4861694/items/Q8ALZ77L,Complete,,,
smblBibl115,"Opera (Paris, 1839), t. iii",https://bl.syriac.uk/ms/280,https://archive.org/details/catalogueofsyria02brituoft/page/430/mode/1up?view=theater,Carlo Emilio Biuzzi,,Edition of the Letters of Basil of Caesarea,,,https://www.zotero.org/groups/4861694/items/XJXVEEQW,Complete,,,
smblBibl116,"Opera (Paris, 1839), t. ii",https://bl.syriac.uk/ms/280,https://archive.org/details/catalogueofsyria02brituoft/page/430/mode/1up?view=theater,Carlo Emilio Biuzzi,,Edition of the Letters of Basil of Caesarea,,,https://www.zotero.org/groups/4861694/items/LFRWXUWL,Complete,,,
smblBibl117,"Opera, ed. Aubert, t. v., pars 1",https://bl.syriac.uk/ms/7,https://archive.org/details/catalogueofsyria02brituoft/page/486/mode/1up?view=theater,Carlo Emilio Biuzzi,,Edition of Cyril of Alexandria,,,https://www.zotero.org/groups/4861694/items/JSVEJ2XR,Complete,,,
smblBibl118,"Labbe, Sacrosancta Concilia, t. i., coll. 26",https://bl.syriac.uk/ms/250,https://archive.org/details/catalogueofsyria02brituoft/page/1033,Giovanni Gomiero,,,,,https://www.zotero.org/groups/4861694/items/4FNWCGZ8,Complete,"Multiple editions. First by Labbe and Cossart, 1671-72; second revised by Coleti, 1728-33. The pagination for the second volume cited below lines up better with the 1728 edition, so that's the edition I've cited here for both volumes. I think JA cited the first edition above [21, 66] and had some questions about which to use. -- CD",,
smblBibl119,"Labbe, Sacrosancta Concilia, t. ii., coll. 33",https://bl.syriac.uk/ms/250,https://archive.org/details/catalogueofsyria02brituoft/page/1033,Giovanni Gomiero,,,,,https://www.zotero.org/groups/4861694/items/89HQ7MW5,Complete,See above.,,
smblBibl120,"Opera, t. x.",https://bl.syriac.uk/ms/45,https://archive.org/details/catalogueofsyria02brituoft/page/842/mode/1up?view=theater,Carlo Emilio Biuzzi,,Edition of John Chrysostom,,,https://www.zotero.org/groups/4861694/items/GJWSP8JH,Complete,,,
smblBibl121,"Opera, t. i.",https://bl.syriac.uk/ms/45,https://archive.org/details/catalogueofsyria02brituoft/page/842/mode/1up?view=theater,Carlo Emilio Biuzzi,,First volume of the edition of Gregory of Nazianzus,,,https://www.zotero.org/groups/4861694/items/Z86V6FFW,Complete,,,
smblBibl122,"Migne, Patrol. Or., t. x.",https://bl.syriac.uk/ms/45,https://archive.org/details/catalogueofsyria02brituoft/page/843/mode/1up?view=theater,Carlo Emilio Biuzzi,,edition of Hippolytus of Rome,,,https://www.zotero.org/groups/4861694/items/RPRRUBQF,Complete,,,
smblBibl123,"Opera, t. viii",https://bl.syriac.uk/ms/45,https://archive.org/details/catalogueofsyria02brituoft/page/842/mode/1up?view=theater,Carlo Emilio Biuzzi,,Edition of John Chrysostom,,,https://www.zotero.org/groups/4861694/items/L6NMGDN9,Complete,"The page number is missing here and there are several citations to Chrysostom's opera in this section, but if the order of this spreadsheet matches and this is the citation after Migne Patrol. t. x., then this should be p. 658, which is the second part of tomus octavus.",,
smblBibl124,"Opera, t. ii.",https://bl.syriac.uk/ms/45,https://archive.org/details/catalogueofsyria02brituoft/page/843/mode/1up?view=theater,Carlo Emilio Biuzzi,,Second volume of the Greek edition of Basil of Caesarea,,,https://www.zotero.org/groups/4861694/items/LFRWXUWL,Complete,,,
smblBibl125,"Opera, t. iv.",https://bl.syriac.uk/ms/45,https://archive.org/details/catalogueofsyria02brituoft/page/843/mode/1up?view=theater,Carlo Emilio Biuzzi,,Fourth volume of the Greek edition of John Chrysostom,,,https://www.zotero.org/groups/4861694/items/9MSN7LUG,Complete,,,
smblBibl126,"Opera, t. ix.",https://bl.syriac.uk/ms/45,https://archive.org/details/catalogueofsyria02brituoft/page/845/mode/1up?view=theater,Carlo Emilio Biuzzi,,Ninth volume of the Greek edition of John Chrysostom,,,https://www.zotero.org/groups/4861694/items/UI6XR8CE,Complete,,,
smblBibl127,"Opera, t. vii",https://bl.syriac.uk/ms/45,https://archive.org/details/catalogueofsyria02brituoft/page/846/mode/1up?view=theater,Carlo Emilio Biuzzi,,Seventh volume of the Greek edition of John Chrysostom,,,https://www.zotero.org/groups/4861694/items/HAIPPX82,Complete,,,
smblBibl128,"Opera, t. ii",https://bl.syriac.uk/ms/45,https://archive.org/details/catalogueofsyria02brituoft/page/847/mode/1up?view=theater,Carlo Emilio Biuzzi,,Second volume of the Greek edition of John Chrysostom,,,https://www.zotero.org/groups/4861694/items/NXHSNWR5,Complete,,,
smblBibl129,"Gallandii Biblioth. Yett. Patrum, t. ix.",https://bl.syriac.uk/ms/45,https://archive.org/details/catalogueofsyria02brituoft/page/848/mode/1up?view=theater,Carlo Emilio Biuzzi,,Edition of Proclus of Constantinople,,,https://www.zotero.org/groups/4861694/items/Q6EQPY6X,Complete,,,
smblBibl130,"Opera, t. i.",https://bl.syriac.uk/ms/45,https://archive.org/details/catalogueofsyria02brituoft/page/849/mode/1up?view=theater,Carlo Emilio Biuzzi,,First volume of the Greek edition of Gregory of Nazianzus,,,https://www.zotero.org/groups/4861694/items/Z86V6FFW,Complete,There are multiple citations to Opera t. i. of Gregory Nazianzen on this page of Wright.,,
smblBibl131,"Opera, t. iii",https://bl.syriac.uk/ms/45,https://archive.org/details/catalogueofsyria02brituoft/page/849/mode/1up?view=theater,Carlo Emilio Biuzzi,,Third volume of the Greek edition of John Chrysostom,,,https://www.zotero.org/groups/4861694/items/MMUEQD39,Complete,"The page number given in the URI in Column C is 913, but the text in Wright actually cites 943 (which makes more sense, looking at the volume). Either way, it's this volume, but I thought I should flag the discrepancy.",,
smblBibl132,"Cave, Hist. Litterar., vol. ii.",https://bl.syriac.uk/ms/45,https://archive.org/details/catalogueofsyria02brituoft/page/850/mode/1up?view=theater,Carlo Emilio Biuzzi,,Edition of Pantaleon of Byzantium,,,https://www.zotero.org/groups/4861694/items/RINKNBI4,Complete,"Multiple editions. The one cited here is the 1740/43 edition from Oxford, whose second volume Wright cites directly elsewhere. The first edition was 1698. Another widely available edition was published later in the 1640s at Basel.",,
smblBibl133,"Opera, t. iii.",https://bl.syriac.uk/ms/45,https://archive.org/details/catalogueofsyria02brituoft/page/850/mode/1up?view=theater,Carlo Emilio Biuzzi,,Third volume of the Greek edition of Gregory of Nyssa,,,https://www.zotero.org/groups/4861694/items/2U3TRZZC,Complete,"This is the Nysseni Opera (the second Opera, t. iii, on this page.",,
smblBibl134,"Gallandii Biblioth. vett. Patrum, t. vii.",https://bl.syriac.uk/ms/54,https://archive.org/details/catalogueofsyria02brituoft/page/458/mode/1up?view=theater,Carlo Emilio Biuzzi,,,,,https://www.zotero.org/groups/4861694/items/54B9TMK9,Complete,,,
smblBibl135,"Migne, Patrol. Gr., t. xl",https://bl.syriac.uk/ms/54,https://archive.org/details/catalogueofsyria02brituoft/page/458/mode/1up?view=theater,Carlo Emilio Biuzzi,,,,,https://www.zotero.org/groups/4861694/items/JTTZV96D,Complete,,,
smblBibl136,"de Lagarde, Apocrypha, Libri vet. Test. apocryphi Syriace, 1861.",https://bl.syriac.uk/ms/1176,https://archive.org/details/catalogueofsyria01brituoft/page/22,Maria Thomas,,,,,https://www.zotero.org/groups/4861694/items/7L8SFCFY,Complete,Found in CBSS--no URL currently in citation. Should I add?,,
smblBibl137,"Tischendorf, Monumm. Sacra Inedita, Nova Collectio, vol. ii",https://bl.syriac.uk/ms/1541,https://archive.org/details/catalogueofsyria01brituoft/page/344/mode/2up?view=theater,Natalia Smelova,,,,,https://www.zotero.org/groups/4861694/items/WPZPU5EZ,Complete,,,
smblBibl138,"Basil, Opera, t.ii., p. 295",https://bl.syriac.uk/ms/319,https://archive.org/details/catalogueofsyria03brituoft/page/1078/mode/1up?view=theater,Daniel Edwards,,Probably the same volume as smblBibl116,,,https://www.zotero.org/groups/4861694/items/LFRWXUWL,Complete,,,
smblBibl140,"Migne, Patrol. Lat., t. lxxiii",https://bl.syriac.uk/ms/74,https://archive.org/details/catalogueofsyria02brituoft/page/633,Giovanni Gomiero,,,,,https://www.zotero.org/groups/4861694/items/WIH4SX22,Complete,,,
smblBibl141,"Migne, Patrol. Gr., t. xxxiv",https://bl.syriac.uk/ms/74,https://archive.org/details/catalogueofsyria02brituoft/page/633,Giovanni Gomiero,,,,,https://www.zotero.org/groups/4861694/items/23QW7ELK,Complete,,,
smblBibl142,"Migne, Patrol. Gr. t. lxxix (Suaresius Nili Opera)",https://bl.syriac.uk/ms/74,https://archive.org/details/catalogueofsyria02brituoft/page/633,Giovanni Gomiero,,,,,https://www.zotero.org/groups/4861694/items/PR7W9U7M,Complete,,,
smblBibl143,"Gallandii Biblioth. vett. Patrum, t. viii.",https://bl.syriac.uk/ms/74,https://archive.org/details/catalogueofsyria02brituoft/page/633,Giovanni Gomiero,,,,,https://www.zotero.org/groups/4861694/items/7ICJNBTP,Complete,,,
smblBibl144,"Gallandii Biblioth. vett. Patrum, t. iv.",https://bl.syriac.uk/ms/74,https://archive.org/details/catalogueofsyria02brituoft/page/633,Giovanni Gomiero,,,,,https://www.zotero.org/groups/4861694/items/MIWJTDQG,Complete,,,
smblBibl145,"Chrysostom, Opera, t. i.",https://bl.syriac.uk/ms/825,https://archive.org/details/catalogueofsyria02brituoft/page/726,Giovanni Gomiero,,,,,https://www.zotero.org/groups/4861694/items/QE2WJ7Y5,Complete,,,
smblBibl146,"Bibl. Bodl. Codd. MSS. Orient. Catal. partis 2dae vol. 1mum Arabicos complectens, p. 451 seqq.",https://bl.syriac.uk/ms/1114,https://archive.org/details/catalogueofsyria02brituoft/page/628/mode/1up,Giulia Seclì,,,,https://archive.org/details/BibliothecaeBodleianaeCodicumManuscriP2F1_201406/page/n9/mode/2up,https://www.zotero.org/groups/4861694/items/GQ4H2JC5,Complete,,,
smblBibl147,"Nili Opera, ed. Suaresius, p.408",https://bl.syriac.uk/ms/813,https://archive.org/details/catalogueofsyria02brituoft/page/658,Maria Thomas,,,,,https://www.zotero.org/groups/4861694/items/LPCA7BKR,Complete,,,
smblBibl148,"""Capita practica ad Anatolium,"" § xv., in Gallandii Bibl. Vett. Patr., t. vii., p. 555",https://bl.syriac.uk/ms/813,https://archive.org/details/catalogueofsyria02brituoft/page/658,Maria Thomas,,,,,https://www.zotero.org/groups/4861694/items/54B9TMK9,Complete,,,
smblBibl149,"Basil, Opera, t.ii., p. 729",https://bl.syriac.uk/ms/363,https://archive.org/details/catalogueofsyria02brituoft/page/764/mode/1up?view=theater,Daniel Edwards,,Probably the same volume as smblBibl116,,,https://www.zotero.org/groups/4861694/items/LFRWXUWL,Complete,,,
smblBibl150,"Ceriani, Monumenta Sacra et Profana, t. ii. fasc. i., pp. x., xi.",https://bl.syriac.uk/ms/85,https://archive.org/details/catalogueofsyria01brituoft/page/37,Maria Thomas,,,,"also in 105.xml: Ceriani, Monumenta Sacra et Profana, t. ii. fasc. i., p. xi.; t. v. fasc. i., p. 7",https://www.zotero.org/groups/4861694/items/PMIN5ZVL,Complete,Found in CBSS without URL. The URL that should be added is this one: https://hdl.handle.net/2027/uc1.c3016728.,,
smblBibl151,"Opera, t. viii., p. 656",https://bl.syriac.uk/ms/1437,https://archive.org/details/catalogueofsyria02brituoft/page/479,Maria Thomas,,,,,https://www.zotero.org/groups/4861694/items/L6NMGDN9,Complete,"Column C gives an incorrect URI here, but the page number in Wright is accurate.",,
smblBibl152,"(Gregory Nazianzen) Opera, t. i., p. 697 C; p. 11.",https://bl.syriac.uk/ms/1119,https://archive.org/details/catalogueofsyria02brituoft/page/729,Giulia Seclì,,,,"I am not sure if it is 'Sancti Gregorii Nazianzeni Opera. Versio Syriaca I', already present in Zotero https://zotero.org/groups/392292/items/CA4D7ERI",https://www.zotero.org/groups/4861694/items/Z86V6FFW,Complete,,,
smblBibl153,"(Ayhanasius) Opera, t. i., p. 922, Contra Apollinarium liber primus",https://bl.syriac.uk/ms/1119,https://archive.org/details/catalogueofsyria02brituoft/page/729,Giulia Seclì,,,,,https://www.zotero.org/groups/4861694/items/U8FR2M97,Complete,"There are multiple editions of this (1627, 1698, 1777). The pagination cited only lines up with the 1698 edition. Confusingly, this is volume 1, but part 2.",,
smblBibl154,"Gai Grani Liciniani Annalium quae supersunt, Berlin, 1857",https://bl.syriac.uk/ms/1439,https://archive.org/details/catalogueofsyria02brituoft/page/479,Maria Thomas,,,,,https://www.zotero.org/groups/4861694/items/83Z3H4WR,Complete,,,
smblBibl155,"Grani Liciniani quae supersunt emendatiora edidit philologorum Bonnensium heptas, Leipzig, 1858",https://bl.syriac.uk/ms/1439,https://archive.org/details/catalogueofsyria02brituoft/page/479,Maria Thomas,,,,,https://www.zotero.org/groups/4861694/items/RYVP5CY5,Complete,"There does not appear to be an editor listed for this edition. I'm not sure if it is still Pertz, or whom, so I've left the author/editor field blank for now. ~ CTD",,
smblBibl156,"(Basil) Opera, t. ii., p. 867",https://bl.syriac.uk/ms/1119,https://archive.org/details/catalogueofsyria02brituoft/page/729,Giulia Seclì,,,,,https://www.zotero.org/groups/4861694/items/LFRWXUWL,Complete,,,
smblBibl157,"Philologus, Zcitschrift fϋr das klassische Alterthum for 1854, p. 394",https://bl.syriac.uk/ms/1439,https://archive.org/details/catalogueofsyria02brituoft/page/479,Maria Thomas,,,,,https://www.zotero.org/groups/4861694/items/EX59QCFZ,Complete,"This is a 19th century journal article. I've cited as a book to preserve publication information. CTD, there is a TYPO in the XML: Zcitschrift -DAM",,
smblBibl159,"Monatsberichte der Berliner Akademie der Wissenschaften"" for 17th June, 1858",https://bl.syriac.uk/ms/1439,https://archive.org/details/catalogueofsyria02brituoft/page/479,Maria Thomas,,,,,https://www.zotero.org/groups/4861694/items/RL92IFYA,Complete,,,
smblBibl160,"Transactions of the Royal Society of Literature,"" for 1859, new Series, vol. vi",https://bl.syriac.uk/ms/1439,https://archive.org/details/catalogueofsyria02brituoft/page/479,Maria Thomas,,,,,https://www.zotero.org/groups/4861694/items/A49BTIKT,Complete,,,
smblBibl161,"Gregory of Nyssa, Opera, ed. 1638, t. i p. 703",https://bl.syriac.uk/ms/390,https://archive.org/details/catalogueofsyria02brituoft/page/445/mode/1up?view=theater,Daniel Edwards,,,,Doubtless the same as smblBibl133,https://bl.syriac.uk/ms/390,Complete,,,
smblBibl162,"Basil, Opera (Paris, 1839), t. i., p. 353",https://bl.syriac.uk/ms/393,https://archive.org/details/catalogueofsyria02brituoft/page/419/mode/1up,Daniel Edwards,,,Part 4,,https://www.zotero.org/groups/4861694/items/YKYQLYXE,Complete,,,
smblBibl163,"Epiphanius, Opera, ed. Petavius, t. ii",https://bl.syriac.uk/ms/1427,https://archive.org/details/catalogueofsyria02brituoft/page/722/mode/1up?view=theater,Daniel Edwards,,,Part 2,,https://www.zotero.org/groups/4861694/items/CACNAJXM,Complete,,,
smblBibl164,"John Chrysostom, Opera, ed. Par. 1837, t. vii., p. 407",https://bl.syriac.uk/ms/396,https://archive.org/details/catalogueofsyria01brituoft/page/398/mode/1up?view=theater,Daniel Edwards,,,Part 1,,https://www.zotero.org/groups/4861694/items/HAIPPX82,Complete,,,
smblBibl165,"Assemani, Codex Liturgicus, t. ix",https://bl.syriac.uk/ms/1157,https://archive.org/details/catalogueofsyria01brituoft/page/236,Giulia Seclì,,,"Codex liturgicus ecclesiae universae: in XV libros distributus; in quo continentur libri rituales, missales, pontificales, officia, dypticha &c. Ecclesiarum Occidentis, & Orientis",,https://www.zotero.org/groups/4861694/items/6T3Q66TP,Complete,Volume nine is part two of book eight.,,
smblBibl166,"Denzinger, Ritus Orientalium, t. ii., p. 108",https://bl.syriac.uk/ms/1157,https://archive.org/details/catalogueofsyria01brituoft/page/236,Giulia Seclì,,,"Heinrich Denzinger, Ritus Orientalium, Coptorum, Syrorum et Armenorum in administrandis sacramentis",,https://www.zotero.org/groups/4861694/items/ZYWARFYF,Complete,,,
smblBibl167,"Le Quien, Oriens Christ., t. iii, col. 72",https://bl.syriac.uk/ms/1157,https://archive.org/details/catalogueofsyria01brituoft/page/237/mode/1up,Giulia Seclì,,,,,https://www.zotero.org/groups/4861694/items/DZMPG2MQ,Complete,,,
smblBibl168,"Acta Sanctorum Febrarii, t. ii",https://bl.syriac.uk/ms/64,https://archive.org/details/catalogueofsyria03brituoft/page/1117/mode/1up,Carlo Emilio Biuzzi,,,,,https://www.zotero.org/groups/4861694/items/TFQZF5LW,Complete,,,
smblBibl169,"Acta Sanctorum Octobrii, t. iv",https://bl.syriac.uk/ms/64,https://archive.org/details/catalogueofsyria03brituoft/page/1118/mode/1up,Carlo Emilio Biuzzi,,,,,https://www.zotero.org/groups/4861694/items/N8Y8JJFY,Complete,,,
smblBibl170,"Cave, Hist. Lit., ed. 1740, t. i. p. 499",https://bl.syriac.uk/ms/99,https://archive.org/details/catalogueofsyria01brituoft/page/33,Maria Thomas,,,,,https://www.zotero.org/groups/4861694/items/VEZ4JY94,Complete,,,
smblBibl171,"Mai, Scriptorum Vett. Nova Collectio, t. vii., p. 168, ep. 3",https://bl.syriac.uk/ms/1488,https://archive.org/details/catalogueofsyria02brituoft/page/819,Maria Thomas,,,,,https://www.zotero.org/groups/4861694/items/ELIIBXKV,Complete,,,
smblBibl172,"Opera, t. v., p. 708",https://bl.syriac.uk/ms/1488,https://archive.org/details/catalogueofsyria02brituoft/page/819,Maria Thomas,,,,,https://www.zotero.org/groups/4861694/items/RVIG4DKY,Complete,"Each of the ""volumes"" is published in two physical volumes, so I've cited part 2 separately here. That does not appear to have been the previous practice in SMBL; let me know which to use.",,
smblBibl173,"Geiger, in the Zeitschrift der Deutschen Morgenlandischen Gesellschaft, Bd. xxi., p. 469",https://bl.syriac.uk/ms/304,https://archive.org/details/catalogueofsyria02brituoft/page/413/mode/1up?view=theater,Peter Miller,,This is the article: https://www.jstor.org/stable/43360313,,,https://www.zotero.org/groups/4861694/items/7MC3G4Y7,Complete,The article in column G appears to be incorrect; Wright's citation is to the next article on p. 469: Alphabetische und akrostichontische Lieder bei Ephräm. This was already in CBSS.,,
smblBibl174,"Mai, Scriptt. Vett. Nova Collectio, t. ix., p. 725",https://bl.syriac.uk/ms/34,https://archive.org/details/catalogueofsyria02brituoft/page/534/mode/1up?view=theater,Peter Miller,,"We have records of Tomus 5 and Tomus 10, but not Tomus 9.",,,https://www.zotero.org/groups/4861694/items/A9ED9JLJ,Complete,,,
smblBibl175,"Spicilegium Romanum, t. x., pp. 202, 212.",https://bl.syriac.uk/ms/34,https://archive.org/details/catalogueofsyria02brituoft/page/534/mode/1up?view=theater,Peter Miller,,,,,https://www.zotero.org/groups/4861694/items/Q4ZS6U3R,Complete,,,
smblBibl176,"Le Quien, Or. Christ., t. ii., col. 730.",https://bl.syriac.uk/ms/34,https://archive.org/details/catalogueofsyria02brituoft/page/534/mode/1up?view=theater,Peter Miller,,,,From same collection as smblBibl167. May combine into one entry?,https://www.zotero.org/groups/4861694/items/ZR527MHS,Complete,,,
smblBibl178,"Acta sanctorum for April, t. i",https://bl.syriac.uk/ms/416,https://archive.org/details/catalogueofsyria03brituoft/page/1108/mode/1up?view=theater,Daniel Edwards,,,,,https://www.zotero.org/groups/4861694/items/ENZ57B6V,Complete,,,
